datetime,date,hour,time_period,day_of_week,month,is_weekend,season,is_holiday,weather_condition,temperature_c,humidity_percent,wind_speed_m_s,visibility_m,solar_radiation_mj_m2,rainfall_mm,snowfall_cm,rented_bike_count
2017-12-03 01:00:00,2017-12-03,1,Night,Sunday,12,1,Winter,0,Dry,3.9,69,1.7,4850,0.0,0.0,0.0,227
2017-12-03 02:00:00,2017-12-03,2,Night,Sunday,12,1,Winter,0,Dry,3.3,79,1.4,8300,0.0,0.0,0.0,228
2017-12-03 03:00:00,2017-12-03,3,Night,Sunday,12,1,Winter,0,Rain,3.4,71,1.6,10110,0.0,0.5,0.0,117
2017-12-03 04:00:00,2017-12-03,4,Night,Sunday,12,1,Winter,0,Dry,3.5,73,1.0,10600,0.0,0.0,0.0,76
2017-12-03 05:00:00,2017-12-03,5,Night,Sunday,12,1,Winter,0,Dry,3.9,75,1.9,9140,0.0,0.0,0.0,32
2017-12-03 06:00:00,2017-12-03,6,Morning,Sunday,12,1,Winter,0,Rain,3.4,86,2.5,2780,0.0,1.0,0.0,13
2017-12-03 07:00:00,2017-12-03,7,Morning,Sunday,12,1,Winter,0,Dry,3.1,91,1.2,1290,0.0,0.0,0.0,22
2017-12-03 08:00:00,2017-12-03,8,Morning,Sunday,12,1,Winter,0,Dry,3.2,92,1.8,2440,0.0,0.0,0.0,85
2017-12-03 09:00:00,2017-12-03,9,Morning,Sunday,12,1,Winter,0,Rain,3.5,91,1.8,2310,0.02,2.5,0.0,152
2017-12-03 10:00:00,2017-12-03,10,Morning,Sunday,12,1,Winter,0,Dry,4.4,89,2.2,2570,0.24,0.0,0.0,200
2017-12-03 11:00:00,2017-12-03,11,Morning,Sunday,12,1,Winter,0,Dry,5.1,87,1.4,3210,0.25,0.0,0.0,273
2017-12-03 12:00:00,2017-12-03,12,Afternoon,Sunday,12,1,Winter,0,Dry,5.8,85,1.7,3490,0.43,0.0,0.0,333
2017-12-03 13:00:00,2017-12-03,13,Afternoon,Sunday,12,1,Winter,0,Dry,6.8,81,1.9,3900,0.6,0.0,0.0,495
2017-12-03 14:00:00,2017-12-03,14,Afternoon,Sunday,12,1,Winter,0,Dry,7.6,76,1.2,4220,0.69,0.0,0.0,563
2017-12-03 15:00:00,2017-12-03,15,Afternoon,Sunday,12,1,Winter,0,Dry,8.0,73,1.6,4330,0.53,0.0,0.0,621
2017-12-03 16:00:00,2017-12-03,16,Afternoon,Sunday,12,1,Winter,0,Dry,7.6,77,1.6,3990,0.2,0.0,0.0,598
2017-12-03 17:00:00,2017-12-03,17,Evening,Sunday,12,1,Winter,0,Dry,6.7,82,1.5,3580,0.05,0.0,0.0,545
2017-12-03 18:00:00,2017-12-03,18,Evening,Sunday,12,1,Winter,0,Dry,6.0,84,1.9,3270,0.0,0.0,0.0,443
2017-12-03 19:00:00,2017-12-03,19,Evening,Sunday,12,1,Winter,0,Dry,5.7,85,1.7,3090,0.0,0.0,0.0,422
2017-12-03 20:00:00,2017-12-03,20,Evening,Sunday,12,1,Winter,0,Dry,5.2,87,1.4,2530,0.0,0.0,0.0,397
2017-12-03 21:00:00,2017-12-03,21,Late night,Sunday,12,1,Winter,0,Dry,4.7,87,1.2,2470,0.0,0.0,0.0,385
2017-12-03 22:00:00,2017-12-03,22,Late night,Sunday,12,1,Winter,0,Dry,4.3,89,1.8,2010,0.0,0.0,0.0,350
2017-12-03 23:00:00,2017-12-03,23,Late night,Sunday,12,1,Winter,0,Dry,3.9,90,1.3,1940,0.0,0.0,0.0,303
2017-12-04 00:00:00,2017-12-04,0,Night,Monday,12,0,Winter,0,Dry,4.2,88,0.6,2160,0.0,0.0,0.0,285
2017-12-04 01:00:00,2017-12-04,1,Night,Monday,12,0,Winter,0,Dry,4.3,87,0.5,2210,0.0,0.0,0.0,186
2017-12-04 02:00:00,2017-12-04,2,Night,Monday,12,0,Winter,0,Dry,4.4,87,1.8,2070,0.0,0.0,0.0,112
2017-12-04 03:00:00,2017-12-04,3,Night,Monday,12,0,Winter,0,Dry,3.6,85,2.3,2060,0.0,0.0,0.0,65
2017-12-04 04:00:00,2017-12-04,4,Night,Monday,12,0,Winter,0,Dry,2.8,89,1.5,1300,0.0,0.0,0.0,41
2017-12-04 05:00:00,2017-12-04,5,Night,Monday,12,0,Winter,0,Dry,2.0,83,2.7,2530,0.0,0.0,0.0,82
2017-12-04 06:00:00,2017-12-04,6,Morning,Monday,12,0,Winter,0,Rain,1.2,76,3.7,3710,0.0,0.1,0.0,200
2017-12-04 07:00:00,2017-12-04,7,Morning,Monday,12,0,Winter,0,Dry,0.2,68,3.4,7020,0.0,0.0,0.0,498
2017-12-04 08:00:00,2017-12-04,8,Morning,Monday,12,0,Winter,0,Dry,-0.8,69,3.5,9540,0.01,0.0,0.0,937
2017-12-04 09:00:00,2017-12-04,9,Morning,Monday,12,0,Winter,0,Dry,-1.5,47,4.2,18880,0.22,0.0,0.0,509
2017-12-04 10:00:00,2017-12-04,10,Morning,Monday,12,0,Winter,0,Dry,-1.1,40,4.5,20000,0.64,0.0,0.0,311
2017-12-04 11:00:00,2017-12-04,11,Morning,Monday,12,0,Winter,0,Dry,-0.5,41,4.1,17990,0.94,0.0,0.0,379
2017-12-04 12:00:00,2017-12-04,12,Afternoon,Monday,12,0,Winter,0,Dry,-0.3,38,4.8,18230,1.11,0.0,0.0,393
2017-12-04 13:00:00,2017-12-04,13,Afternoon,Monday,12,0,Winter,0,Dry,0.0,30,5.4,19380,1.17,0.0,0.0,391
2017-12-04 14:00:00,2017-12-04,14,Afternoon,Monday,12,0,Winter,0,Dry,0.1,27,4.5,20000,1.09,0.0,0.0,338
2017-12-04 15:00:00,2017-12-04,15,Afternoon,Monday,12,0,Winter,0,Dry,-0.1,25,5.8,20000,0.88,0.0,0.0,341
2017-12-04 16:00:00,2017-12-04,16,Afternoon,Monday,12,0,Winter,0,Dry,-0.2,23,4.7,20000,0.55,0.0,0.0,375
2017-12-04 17:00:00,2017-12-04,17,Evening,Monday,12,0,Winter,0,Dry,-1.3,26,5.3,20000,0.18,0.0,0.0,515
2017-12-04 18:00:00,2017-12-04,18,Evening,Monday,12,0,Winter,0,Dry,-2.1,29,3.9,20000,0.0,0.0,0.0,807
2017-12-04 19:00:00,2017-12-04,19,Evening,Monday,12,0,Winter,0,Dry,-2.9,32,3.2,20000,0.0,0.0,0.0,568
2017-12-04 20:00:00,2017-12-04,20,Evening,Monday,12,0,Winter,0,Dry,-3.6,38,3.0,20000,0.0,0.0,0.0,398
2017-12-04 21:00:00,2017-12-04,21,Late night,Monday,12,0,Winter,0,Dry,-4.6,43,4.5,20000,0.0,0.0,0.0,397
2017-12-04 22:00:00,2017-12-04,22,Late night,Monday,12,0,Winter,0,Dry,-5.3,45,2.5,20000,0.0,0.0,0.0,353
2017-12-04 23:00:00,2017-12-04,23,Late night,Monday,12,0,Winter,0,Dry,-5.8,44,2.4,20000,0.0,0.0,0.0,248
2017-12-05 00:00:00,2017-12-05,0,Night,Tuesday,12,0,Winter,0,Dry,-6.1,42,2.6,20000,0.0,0.0,0.0,216
2017-12-05 01:00:00,2017-12-05,1,Night,Tuesday,12,0,Winter,0,Dry,-6.5,41,2.8,20000,0.0,0.0,0.0,198
2017-12-05 02:00:00,2017-12-05,2,Night,Tuesday,12,0,Winter,0,Dry,-6.8,41,2.5,20000,0.0,0.0,0.0,124
2017-12-05 03:00:00,2017-12-05,3,Night,Tuesday,12,0,Winter,0,Dry,-6.9,39,2.0,20000,0.0,0.0,0.0,62
2017-12-05 04:00:00,2017-12-05,4,Night,Tuesday,12,0,Winter,0,Dry,-7.2,34,3.0,20000,0.0,0.0,0.0,42
2017-12-05 05:00:00,2017-12-05,5,Night,Tuesday,12,0,Winter,0,Dry,-7.4,33,2.6,20000,0.0,0.0,0.0,82
2017-12-05 06:00:00,2017-12-05,6,Morning,Tuesday,12,0,Winter,0,Dry,-7.4,34,3.2,20000,0.0,0.0,0.0,172
2017-12-05 07:00:00,2017-12-05,7,Morning,Tuesday,12,0,Winter,0,Dry,-7.5,33,2.2,20000,0.0,0.0,0.0,381
2017-12-05 08:00:00,2017-12-05,8,Morning,Tuesday,12,0,Winter,0,Dry,-8.1,36,1.6,20000,0.01,0.0,0.0,812
2017-12-05 09:00:00,2017-12-05,9,Morning,Tuesday,12,0,Winter,0,Dry,-7.6,31,1.3,19740,0.21,0.0,0.0,462
2017-12-05 10:00:00,2017-12-05,10,Morning,Tuesday,12,0,Winter,0,Dry,-5.5,26,2.8,19670,0.64,0.0,0.0,269
2017-12-05 11:00:00,2017-12-05,11,Morning,Tuesday,12,0,Winter,0,Dry,-3.9,25,0.0,19590,0.0,0.0,0.0,334
2017-12-05 12:00:00,2017-12-05,12,Afternoon,Tuesday,12,0,Winter,0,Dry,-2.3,25,0.0,19620,0.0,0.0,0.0,321
2017-12-05 13:00:00,2017-12-05,13,Afternoon,Tuesday,12,0,Winter,0,Dry,-1.6,27,0.0,19550,0.0,0.0,0.0,325
2017-12-05 14:00:00,2017-12-05,14,Afternoon,Tuesday,12,0,Winter,0,Dry,-1.1,28,0.0,20000,0.0,0.0,0.0,334
2017-12-05 15:00:00,2017-12-05,15,Afternoon,Tuesday,12,0,Winter,0,Dry,-0.7,28,0.0,20000,0.0,0.0,0.0,353
2017-12-05 16:00:00,2017-12-05,16,Afternoon,Tuesday,12,0,Winter,0,Dry,-0.5,30,0.0,20000,0.0,0.0,0.0,435
2017-12-05 17:00:00,2017-12-05,17,Evening,Tuesday,12,0,Winter,0,Dry,-1.6,35,0.0,20000,0.0,0.0,0.0,529
2017-12-05 18:00:00,2017-12-05,18,Evening,Tuesday,12,0,Winter,0,Dry,-2.6,40,0.0,20000,0.0,0.0,0.0,789
2017-12-05 19:00:00,2017-12-05,19,Evening,Tuesday,12,0,Winter,0,Dry,-3.2,45,0.0,20000,0.0,0.0,0.0,597
2017-12-05 20:00:00,2017-12-05,20,Evening,Tuesday,12,0,Winter,0,Dry,-3.5,46,0.0,20000,0.0,0.0,0.0,418
2017-12-05 21:00:00,2017-12-05,21,Late night,Tuesday,12,0,Winter,0,Dry,-3.7,47,0.0,20000,0.0,0.0,0.0,415
2017-12-05 22:00:00,2017-12-05,22,Late night,Tuesday,12,0,Winter,0,Dry,-2.8,49,0.0,20000,0.0,0.0,0.0,393
2017-12-05 23:00:00,2017-12-05,23,Late night,Tuesday,12,0,Winter,0,Dry,-2.5,59,0.0,12100,0.0,0.0,0.0,244
2017-12-06 00:00:00,2017-12-06,0,Night,Wednesday,12,0,Winter,0,Rain and snow,-2.8,77,0.0,3310,0.0,0.1,0.1,145
2017-12-06 01:00:00,2017-12-06,1,Night,Wednesday,12,0,Winter,0,Snow,-3.0,79,0.0,2930,0.0,0.0,0.3,144
2017-12-06 02:00:00,2017-12-06,2,Night,Wednesday,12,0,Winter,0,Snow,-3.0,79,0.0,18620,0.0,0.0,0.4,117
2017-12-06 03:00:00,2017-12-06,3,Night,Wednesday,12,0,Winter,0,Rain and snow,-3.2,78,0.0,18080,0.0,0.2,0.4,78
2017-12-06 04:00:00,2017-12-06,4,Night,Wednesday,12,0,Winter,0,Snow,-3.4,75,0.0,19820,0.0,0.0,0.4,58
2017-12-06 05:00:00,2017-12-06,5,Night,Wednesday,12,0,Winter,0,Snow,-3.6,76,0.0,19340,0.0,0.0,0.4,87
2017-12-06 06:00:00,2017-12-06,6,Morning,Wednesday,12,0,Winter,0,Snow,-3.7,76,0.0,18640,0.0,0.0,0.4,142
2017-12-06 07:00:00,2017-12-06,7,Morning,Wednesday,12,0,Winter,0,Snow,-4.2,77,0.0,17410,0.0,0.0,0.3,379
2017-12-06 08:00:00,2017-12-06,8,Morning,Wednesday,12,0,Winter,0,Snow,-4.2,78,0.0,15180,0.01,0.0,0.2,802
2017-12-06 09:00:00,2017-12-06,9,Morning,Wednesday,12,0,Winter,0,Snow,-3.3,70,0.0,13240,0.25,0.0,0.2,440
2017-12-06 10:00:00,2017-12-06,10,Morning,Wednesday,12,0,Winter,0,Snow,-0.9,64,0.0,12240,0.63,0.0,0.2,307
2017-12-06 11:00:00,2017-12-06,11,Morning,Wednesday,12,0,Winter,0,Dry,1.6,57,1.2,12610,0.93,0.0,0.0,381
2017-12-06 12:00:00,2017-12-06,12,Afternoon,Wednesday,12,0,Winter,0,Dry,2.4,52,0.9,12240,1.08,0.0,0.0,405
2017-12-06 13:00:00,2017-12-06,13,Afternoon,Wednesday,12,0,Winter,0,Dry,4.2,47,1.1,14690,1.1,0.0,0.0,442
2017-12-06 14:00:00,2017-12-06,14,Afternoon,Wednesday,12,0,Winter,0,Dry,5.5,34,1.0,19660,0.96,0.0,0.0,416
2017-12-06 15:00:00,2017-12-06,15,Afternoon,Wednesday,12,0,Winter,0,Dry,5.5,31,3.1,19680,0.72,0.0,0.0,412
2017-12-06 16:00:00,2017-12-06,16,Afternoon,Wednesday,12,0,Winter,0,Dry,5.3,37,2.9,20000,0.36,0.0,0.0,496
2017-12-06 17:00:00,2017-12-06,17,Evening,Wednesday,12,0,Winter,0,Dry,4.1,60,2.5,15650,0.1,0.0,0.0,239
2017-12-06 18:00:00,2017-12-06,18,Evening,Wednesday,12,0,Winter,0,Rain and snow,1.7,90,1.0,660,0.0,0.3,0.3,204
2017-12-06 19:00:00,2017-12-06,19,Evening,Wednesday,12,0,Winter,0,Snow,1.2,92,0.7,1800,0.0,0.0,1.0,205
2017-12-06 20:00:00,2017-12-06,20,Evening,Wednesday,12,0,Winter,0,Snow,1.2,94,0.6,2280,0.0,0.0,1.0,190
2017-12-06 21:00:00,2017-12-06,21,Late night,Wednesday,12,0,Winter,0,Rain and snow,1.1,92,0.5,2350,0.0,0.7,1.0,165
2017-12-06 22:00:00,2017-12-06,22,Late night,Wednesday,12,0,Winter,0,Snow,1.3,92,0.6,2330,0.0,0.0,1.0,222
2017-12-06 23:00:00,2017-12-06,23,Late night,Wednesday,12,0,Winter,0,Snow,1.3,92,0.6,2090,0.0,0.0,1.0,193
2017-12-07 00:00:00,2017-12-07,0,Night,Thursday,12,0,Winter,0,Snow,1.4,92,0.5,2400,0.0,0.0,0.9,198
2017-12-07 01:00:00,2017-12-07,1,Night,Thursday,12,0,Winter,0,Snow,1.5,92,0.4,2270,0.0,0.0,0.9,218
2017-12-07 02:00:00,2017-12-07,2,Night,Thursday,12,0,Winter,0,Snow,1.4,92,0.7,1680,0.0,0.0,0.9,149
2017-12-07 03:00:00,2017-12-07,3,Night,Thursday,12,0,Winter,0,Snow,1.9,91,1.4,2180,0.0,0.0,0.9,102
2017-12-07 04:00:00,2017-12-07,4,Night,Thursday,12,0,Winter,0,Snow,1.6,92,0.7,1190,0.0,0.0,0.9,62
2017-12-07 05:00:00,2017-12-07,5,Night,Thursday,12,0,Winter,0,Snow,1.5,92,1.1,1750,0.0,0.0,0.9,83
2017-12-07 06:00:00,2017-12-07,6,Morning,Thursday,12,0,Winter,0,Snow,1.0,93,0.5,1480,0.0,0.0,0.9,137
2017-12-07 07:00:00,2017-12-07,7,Morning,Thursday,12,0,Winter,0,Snow,0.3,93,0.5,1730,0.0,0.0,0.9,367
2017-12-07 08:00:00,2017-12-07,8,Morning,Thursday,12,0,Winter,0,Snow,-0.2,96,0.8,1730,0.01,0.0,0.8,754
2017-12-07 09:00:00,2017-12-07,9,Morning,Thursday,12,0,Winter,0,Snow,0.1,91,0.8,2650,0.14,0.0,0.8,415
2017-12-07 10:00:00,2017-12-07,10,Morning,Thursday,12,0,Winter,0,Snow,1.1,83,0.7,3110,0.41,0.0,0.7,321
2017-12-07 11:00:00,2017-12-07,11,Morning,Thursday,12,0,Winter,0,Snow,2.3,69,1.7,6280,0.63,0.0,0.6,333
2017-12-07 12:00:00,2017-12-07,12,Afternoon,Thursday,12,0,Winter,0,Snow,3.7,65,2.4,8330,0.98,0.0,0.3,431
2017-12-07 13:00:00,2017-12-07,13,Afternoon,Thursday,12,0,Winter,0,Dry,4.1,37,3.1,17670,1.14,0.0,0.0,394
2017-12-07 14:00:00,2017-12-07,14,Afternoon,Thursday,12,0,Winter,0,Dry,4.4,36,2.7,19750,1.04,0.0,0.0,390
2017-12-07 15:00:00,2017-12-07,15,Afternoon,Thursday,12,0,Winter,0,Dry,4.0,35,3.1,19620,0.84,0.0,0.0,430
2017-12-07 16:00:00,2017-12-07,16,Afternoon,Thursday,12,0,Winter,0,Dry,3.2,38,2.9,18170,0.51,0.0,0.0,471
2017-12-07 17:00:00,2017-12-07,17,Evening,Thursday,12,0,Winter,0,Dry,2.1,50,2.0,14340,0.15,0.0,0.0,552
2017-12-07 18:00:00,2017-12-07,18,Evening,Thursday,12,0,Winter,0,Dry,0.7,46,2.7,15580,0.0,0.0,0.0,795
2017-12-07 19:00:00,2017-12-07,19,Evening,Thursday,12,0,Winter,0,Dry,-0.4,47,2.5,12690,0.0,0.0,0.0,507
2017-12-07 20:00:00,2017-12-07,20,Evening,Thursday,12,0,Winter,0,Dry,-1.4,47,2.5,16200,0.0,0.0,0.0,390
2017-12-07 21:00:00,2017-12-07,21,Late night,Thursday,12,0,Winter,0,Dry,-2.2,46,2.2,19750,0.0,0.0,0.0,402
2017-12-07 22:00:00,2017-12-07,22,Late night,Thursday,12,0,Winter,0,Dry,-2.7,48,2.6,18440,0.0,0.0,0.0,389
2017-12-07 23:00:00,2017-12-07,23,Late night,Thursday,12,0,Winter,0,Dry,-3.2,50,2.1,18870,0.0,0.0,0.0,259
2017-12-08 00:00:00,2017-12-08,0,Night,Friday,12,0,Winter,0,Dry,-3.5,49,2.6,18930,0.0,0.0,0.0,233
2017-12-08 01:00:00,2017-12-08,1,Night,Friday,12,0,Winter,0,Dry,-3.7,50,2.5,19020,0.0,0.0,0.0,230
2017-12-08 02:00:00,2017-12-08,2,Night,Friday,12,0,Winter,0,Dry,-4.3,53,1.0,19180,0.0,0.0,0.0,131
2017-12-08 03:00:00,2017-12-08,3,Night,Friday,12,0,Winter,0,Dry,-4.8,52,1.6,19780,0.0,0.0,0.0,99
2017-12-08 04:00:00,2017-12-08,4,Night,Friday,12,0,Winter,0,Dry,-5.3,53,2.4,19360,0.0,0.0,0.0,71
2017-12-08 05:00:00,2017-12-08,5,Night,Friday,12,0,Winter,0,Dry,-5.8,56,2.0,19410,0.0,0.0,0.0,84
2017-12-08 06:00:00,2017-12-08,6,Morning,Friday,12,0,Winter,0,Dry,-6.0,56,3.5,18530,0.0,0.0,0.0,158
2017-12-08 07:00:00,2017-12-08,7,Morning,Friday,12,0,Winter,0,Dry,-6.5,57,0.8,17760,0.0,0.0,0.0,387
2017-12-08 08:00:00,2017-12-08,8,Morning,Friday,12,0,Winter,0,Dry,-7.0,59,0.8,15590,0.01,0.0,0.0,780
2017-12-08 09:00:00,2017-12-08,9,Morning,Friday,12,0,Winter,0,Dry,-6.7,50,0.9,14920,0.23,0.0,0.0,395
2017-12-08 10:00:00,2017-12-08,10,Morning,Friday,12,0,Winter,0,Dry,-5.3,44,2.8,15160,0.63,0.0,0.0,261
2017-12-08 11:00:00,2017-12-08,11,Morning,Friday,12,0,Winter,0,Dry,-3.7,39,1.4,15950,0.93,0.0,0.0,310
2017-12-08 12:00:00,2017-12-08,12,Afternoon,Friday,12,0,Winter,0,Dry,-2.0,30,1.4,17280,1.14,0.0,0.0,355
2017-12-08 13:00:00,2017-12-08,13,Afternoon,Friday,12,0,Winter,0,Dry,-1.7,28,1.8,19630,1.22,0.0,0.0,354
2017-12-08 14:00:00,2017-12-08,14,Afternoon,Friday,12,0,Winter,0,Dry,-1.3,27,3.1,19060,1.12,0.0,0.0,350
2017-12-08 15:00:00,2017-12-08,15,Afternoon,Friday,12,0,Winter,0,Dry,-0.8,26,3.3,19770,0.87,0.0,0.0,362
2017-12-08 16:00:00,2017-12-08,16,Afternoon,Friday,12,0,Winter,0,Dry,-1.1,24,3.4,20000,0.56,0.0,0.0,401
2017-12-08 17:00:00,2017-12-08,17,Evening,Friday,12,0,Winter,0,Dry,-2.4,30,2.7,20000,0.18,0.0,0.0,500
2017-12-08 18:00:00,2017-12-08,18,Evening,Friday,12,0,Winter,0,Dry,-3.1,33,1.2,20000,0.0,0.0,0.0,752
2017-12-08 19:00:00,2017-12-08,19,Evening,Friday,12,0,Winter,0,Dry,-3.3,35,1.1,20000,0.0,0.0,0.0,477
2017-12-08 20:00:00,2017-12-08,20,Evening,Friday,12,0,Winter,0,Dry,-3.3,34,1.5,20000,0.0,0.0,0.0,384
